1.0000000e+000	-1.8618543e+002
2.0000000e+000	-1.9101847e+002
3.0000000e+000	-1.6708987e+002
4.0000000e+000	-1.4330047e+002
5.0000000e+000	-1.5418282e+002
6.0000000e+000	-1.5344669e+002
7.0000000e+000	-1.3918893e+002
8.0000000e+000	-1.4069712e+002
9.0000000e+000	-1.5005777e+002
1.0000000e+001	-1.5158586e+002
1.1000000e+001	-1.6584812e+002
1.2000000e+001	-1.6551238e+002
1.3000000e+001	-1.5459594e+002
1.4000000e+001	-1.3091181e+002
1.5000000e+001	-1.3337458e+002
1.6000000e+001	-1.5333981e+002
1.7000000e+001	-1.4176722e+002
1.8000000e+001	-1.3197117e+002
1.9000000e+001	-1.1489424e+002
2.0000000e+001	-1.2305290e+002
2.1000000e+001	-1.3392191e+002
2.2000000e+001	-1.3212872e+002
2.3000000e+001	-1.3634654e+002
2.4000000e+001	-1.1729138e+002
2.5000000e+001	-1.1100519e+002
2.6000000e+001	-9.3271926e+001
2.7000000e+001	-8.1274646e+001
2.8000000e+001	-8.2364544e+001
2.9000000e+001	-9.2770813e+001
3.0000000e+001	-8.9405697e+001
3.1000000e+001	-7.3742182e+001
3.2000000e+001	-6.5302616e+001
3.3000000e+001	-5.9726520e+001
3.4000000e+001	-6.5098612e+001
3.5000000e+001	-7.0199700e+001
3.6000000e+001	-8.4339695e+001
3.7000000e+001	-9.6963679e+001
3.8000000e+001	-8.7773341e+001
3.9000000e+001	-8.2502689e+001
4.0000000e+001	-7.9047055e+001
4.1000000e+001	-7.0248396e+001
4.2000000e+001	-7.0747321e+001
4.3000000e+001	-8.1844566e+001
4.4000000e+001	-7.6309760e+001
4.5000000e+001	-6.8043650e+001
4.6000000e+001	-6.3151020e+001
4.7000000e+001	-6.7347560e+001
4.8000000e+001	-7.1813942e+001
4.9000000e+001	-7.6237411e+001
5.0000000e+001	-7.2698730e+001
5.1000000e+001	-8.4022751e+001
5.2000000e+001	-9.8087390e+001
5.3000000e+001	-1.0352580e+002
5.4000000e+001	-8.2700274e+001
5.5000000e+001	-6.4048889e+001
5.6000000e+001	-5.5338155e+001
5.7000000e+001	-9.3342709e+001
5.8000000e+001	-1.0045408e+002
5.9000000e+001	-9.4542539e+001
6.0000000e+001	-9.0386184e+001
6.1000000e+001	-9.2088412e+001
6.2000000e+001	-9.5166168e+001
6.3000000e+001	-9.2112543e+001
6.4000000e+001	-9.5599416e+001
6.5000000e+001	-7.3236663e+001
6.6000000e+001	-6.1399825e+001
6.7000000e+001	-6.6288496e+001
6.8000000e+001	-6.0507738e+001
6.9000000e+001	-6.3655469e+001
7.0000000e+001	-7.6461729e+001
7.1000000e+001	-7.2017118e+001
7.2000000e+001	-5.9086235e+001
7.3000000e+001	-7.0633398e+001
7.4000000e+001	-6.7515208e+001
7.5000000e+001	-5.2152075e+001
7.6000000e+001	-4.1841784e+001
7.7000000e+001	-4.6968465e+001
7.8000000e+001	-4.3285774e+001
7.9000000e+001	-4.2312806e+001
8.0000000e+001	-3.6361692e+001
8.1000000e+001	-3.3977736e+001
8.2000000e+001	-3.9316535e+001
8.3000000e+001	-4.3890065e+001
8.4000000e+001	-3.5181110e+001
8.5000000e+001	-3.2996191e+001
8.6000000e+001	-2.5214356e+001
8.7000000e+001	-3.5789832e+001
8.8000000e+001	-2.8961811e+001
8.9000000e+001	-2.8172675e+001
9.0000000e+001	-2.5626747e+001
9.1000000e+001	-3.5365767e+001
9.2000000e+001	-3.0201982e+001
9.3000000e+001	-2.8916823e+001
9.4000000e+001	-2.6238320e+001
9.5000000e+001	-1.6715610e+001
9.6000000e+001	-1.0409742e+001
9.7000000e+001	-3.6514314e+001
9.8000000e+001	-2.7559124e+001
9.9000000e+001	-2.1876016e+001
1.0000000e+002	9.9631770e+000
1.0100000e+002	-2.1480743e+000
1.0200000e+002	8.2750057e+000
1.0300000e+002	1.4361759e+001
1.0400000e+002	3.2223849e+001
1.0500000e+002	1.8428754e+001
1.0600000e+002	2.3008546e+001
1.0700000e+002	1.7144308e+001
1.0800000e+002	1.8245760e+001
1.0900000e+002	3.5323017e+001
1.1000000e+002	4.9059113e+001
1.1100000e+002	4.5404084e+001
1.1200000e+002	3.9254982e+001
1.1300000e+002	5.0515964e+001
1.1400000e+002	5.9841300e+001
1.1500000e+002	5.8288126e+001
1.1600000e+002	4.4761574e+001
1.1700000e+002	4.0316661e+001
1.1800000e+002	6.1821290e+001
1.1900000e+002	7.9902579e+001
1.2000000e+002	8.5052959e+001
1.2100000e+002	6.2922155e+001
1.2200000e+002	5.4024075e+001
1.2300000e+002	7.3848373e+001
1.2400000e+002	8.4113308e+001
1.2500000e+002	9.4720318e+001
1.2600000e+002	7.6899749e+001
1.2700000e+002	7.5744454e+001
1.2800000e+002	8.1698200e+001
1.2900000e+002	1.0375387e+002
1.3000000e+002	1.1692718e+002
1.3100000e+002	1.1803762e+002
1.3200000e+002	1.1680425e+002
1.3300000e+002	1.2412480e+002
1.3400000e+002	1.1748321e+002
1.3500000e+002	1.2784169e+002
1.3600000e+002	1.2360828e+002
1.3700000e+002	1.3803490e+002
1.3800000e+002	1.3938017e+002
1.3900000e+002	1.5132492e+002
1.4000000e+002	1.5530909e+002
1.4100000e+002	1.4567592e+002
1.4200000e+002	1.2713894e+002
1.4300000e+002	1.4030050e+002
1.4400000e+002	1.4027441e+002
1.4500000e+002	1.3330813e+002
1.4600000e+002	1.3613122e+002
1.4700000e+002	1.4628293e+002
1.4800000e+002	1.3703091e+002
1.4900000e+002	1.4869612e+002
1.5000000e+002	1.4810363e+002
1.5100000e+002	1.3598453e+002
1.5200000e+002	1.2177218e+002
1.5300000e+002	1.4320105e+002
1.5400000e+002	1.5130799e+002
1.5500000e+002	1.5757850e+002
